photograph,row,column,loc,ratio1,ratio2,date,time,treatment,cw/rw,CFUs lower,MCH lower,NP lower,CFUs middle,MCH middle,NP middle,CFUs upper,MCH upper,NP upper,alternative CFUs lower,alternative MCH lower, alternative NP lower, alternative CFUs middle, alternative MCH middle,alternative NP middle,alternative CFUs upper,alternative MCH upper,alternative NP upper
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,e,10,"('e', 10)",ratio1,ratio2,date,time,treatment,rotation,0.024748567791215783,0.0,0.024748567791215783,0.016305294811002975,0.0,0.016305294811002975,0.009935544808975903,0.0,0.009935544808975903,0,0,0,0.016305294811002975,0.0,0.016305294811002975,0,0,0
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,e,9,"('e', 9)",ratio1,ratio2,date,time,treatment,rotation,23.775949077021004,5.216998090388287,18.558950986632716,15.66449672493056,3.4371561461594275,12.227340578771132,9.54507789798315,2.0944128457321205,7.45066505225103,23.775949077021004,5.216998090388287,18.558950986632716,15.66449672493056,3.4371561461594275,12.227340578771132,15.66449672493056,3.4371561461594275,12.227340578771132
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,e,8,"('e', 8)",ratio1,ratio2,date,time,treatment,rotation,24.065507320178227,3.6586632718014003,20.40684404837683,15.855268674219294,2.410466082893273,13.44480259132602,9.661323772248169,1.4688047075936044,8.192519064654565,15.855268674219294,2.410466082893273,13.44480259132602,15.855268674219294,2.410466082893273,13.44480259132602,11.228270532944695,1.7070265944607748,9.52124393848392
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,e,7,"('e', 7)",ratio1,ratio2,date,time,treatment,rotation,0.01484914067472947,0.0,0.01484914067472947,0.009783176886601786,0.0,0.009783176886601786,0.005961326885385542,0.0,0.005961326885385542,0,0,0,0.009783176886601786,0.0,0.009783176886601786,0,0,0
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,e,6,"('e', 6)",ratio1,ratio2,date,time,treatment,rotation,8.121654996817313,2.6513965626989178,5.470258434118396,5.350854247144143,1.7468405840854522,3.604013663058691,3.260514621478926,1.0644280338682852,2.196086587610641,3.789329610477188,1.2370650450049447,2.552264565472243,5.350854247144143,1.7468405840854522,3.604013663058691,3.789329610477188,1.2370650450049447,2.552264565472243
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,e,5,"('e', 5)",ratio1,ratio2,date,time,treatment,rotation,0.0024748567791215786,0.0,0.0024748567791215786,0.0016305294811002975,0.0,0.0016305294811002975,0.0009935544808975904,0.0,0.0009935544808975904,0,0,0,0.0016305294811002975,0.0,0.0016305294811002975,0,0,0
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,e,4,"('e', 4)",ratio1,ratio2,date,time,treatment,rotation,0.015674092934436664,0.0,0.015674092934436664,0.010326686713635218,0.0,0.010326686713635218,0.006292511712351406,0.0,0.006292511712351406,0,0,0,0.010326686713635218,0.0,0.010326686713635218,0,0,0
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,e,3,"('e', 3)",ratio1,ratio2,date,time,treatment,rotation,0.06929598981540419,0.0,0.06929598981540419,0.04565482547080833,0.0,0.04565482547080833,0.02781952546513253,0.0,0.02781952546513253,0,0,0,0.04565482547080833,0.0,0.04565482547080833,0,0,0
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,e,2,"('e', 2)",ratio1,ratio2,date,time,treatment,rotation,0.009899427116486314,0.0,0.009899427116486314,0.00652211792440119,0.0,0.00652211792440119,0.003974217923590362,0.0,0.003974217923590362,0,0,0,0.00652211792440119,0.0,0.00652211792440119,0,0,0
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,e,1,"('e', 1)",ratio1,ratio2,date,time,treatment,rotation,27.2737466581795,8.027610439210694,19.246136218968807,17.968978391552312,5.288894126862332,12.680084264689981,10.949301564318413,3.2227595512048173,7.726542013113594,46.240483022358376,13.610179374204328,32.63030364815404,17.968978391552312,5.288894126862332,12.680084264689981,12.725142331334313,3.7454511365722207,8.979691194762092
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,f,12,"('f', 12)",ratio1,ratio2,date,time,treatment,rotation,12.979798854232971,4.601583704646721,8.37821514958625,8.551583618544027,3.0316978151924867,5.519885803351541,5.210862067480895,1.8473489648155863,3.3635131026653093,12.979798854232971,4.601583704646721,8.37821514958625,8.551583618544027,3.0316978151924867,5.519885803351541,8.551583618544027,3.0316978151924867,5.519885803351541
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,f,11,"('f', 11)",ratio1,ratio2,date,time,treatment,rotation,13.091167409293442,2.9195060471037553,10.171661362189687,8.624957445193541,1.9234812778713177,6.701476167322223,5.255572019121288,1.1720631026321908,4.083508916489096,8.624957445193541,1.9234812778713177,6.701476167322223,8.624957445193541,1.9234812778713177,6.701476167322223,8.624957445193541,1.9234812778713177,6.701476167322223
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,f,10,"('f', 10)",ratio1,ratio2,date,time,treatment,rotation,0.013199236155315085,0.0,0.013199236155315085,0.008696157232534921,0.0,0.008696157232534921,0.005298957231453815,0.0,0.005298957231453815,0,0,0,0.008696157232534921,0.0,0.008696157232534921,0,0,0
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,f,9,"('f', 9)",ratio1,ratio2,date,time,treatment,rotation,0.06517122851686823,0.0,0.06517122851686823,0.04293727633564117,0.0,0.04293727633564117,0.026163601330303213,0.0,0.026163601330303213,0,0,0,0.04293727633564117,0.0,0.04293727633564117,0,0,0
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,f,8,"('f', 8)",ratio1,ratio2,date,time,treatment,rotation,0.022273711012094206,0.0,0.022273711012094206,0.01467476532990268,0.0,0.01467476532990268,0.008941990328078313,0.0,0.008941990328078313,0,0,0,0.01467476532990268,0.0,0.01467476532990268,0,0,0
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,f,7,"('f', 7)",ratio1,ratio2,date,time,treatment,rotation,13.863322724379374,2.126726925525143,11.736595798854232,9.133682643296833,1.401168334092189,7.732514309204645,5.565561017161335,0.853794483917996,4.711766533243339,6.468225912043589,0.9922693484824977,5.475956563561092,9.133682643296833,1.401168334092189,7.732514309204645,6.468225912043589,0.9922693484824977,5.475956563561092
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,f,6,"('f', 6)",ratio1,ratio2,date,time,treatment,rotation,27.55918014003819,4.1742584341183955,23.384921705919794,18.15703279170588,2.7501597247891687,15.406873066916713,11.063891514448601,1.6757952244472691,9.388096290001332,27.55918014003819,4.1742584341183955,23.384921705919794,18.15703279170588,2.7501597247891687,15.406873066916713,27.55918014003819,4.1742584341183955,23.384921705919794
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,f,5,"('f', 5)",ratio1,ratio2,date,time,treatment,rotation,0.13116740929344364,0.0,0.13116740929344364,0.08641806249831577,0.0,0.08641806249831577,0.05265838748757229,0.0,0.05265838748757229,0,0,0,0.08641806249831577,0.0,0.08641806249831577,0,0,0
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,f,4,"('f', 4)",ratio1,ratio2,date,time,treatment,rotation,0.0024748567791215786,0.0,0.0024748567791215786,0.0016305294811002975,0.0,0.0016305294811002975,0.0009935544808975904,0.0,0.0009935544808975904,0,0,0,0.0016305294811002975,0.0,0.0016305294811002975,0,0,0
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,f,3,"('f', 3)",ratio1,ratio2,date,time,treatment,rotation,30.367317632081473,6.240763844684913,24.12655378739656,20.007140242927687,4.111651841507917,15.895488401419769,12.191244665440399,2.5054132159967573,9.685831449443643,30.367317632081473,6.240763844684913,24.12655378739656,20.007140242927687,4.111651841507917,15.895488401419769,10.557345541146162,2.1696318768512324,8.38771366429493
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,f,2,"('f', 2)",ratio1,ratio2,date,time,treatment,rotation,0.09156970082749841,0.0,0.09156970082749841,0.060329590800711014,0.0,0.060329590800711014,0.036761515793210846,0.0,0.036761515793210846,0,0,0,0.060329590800711014,0.0,0.060329590800711014,0,0,0
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,f,1,"('f', 1)",ratio1,ratio2,date,time,treatment,rotation,0.6162393380012731,0.0,0.6162393380012731,0.4060018407939741,0.0,0.4060018407939741,0.2473950657435,0.0,0.2473950657435,0,0,0,0.4060018407939741,0.0,0.4060018407939741,0,0,0
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,g,12,"('g', 12)",ratio1,ratio2,date,time,treatment,rotation,10.554439210693825,3.89377466581795,6.660664544875875,6.953664727065736,2.5653663835978016,4.388298343467934,4.237178676201257,1.5631923832788754,2.6739862929223817,10.554439210693825,3.89377466581795,6.660664544875875,6.953664727065736,2.5653663835978016,4.388298343467934,6.953664727065736,2.5653663835978016,4.388298343467934
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,g,11,"('g', 11)",ratio1,ratio2,date,time,treatment,rotation,0.05114704010184595,0.0,0.05114704010184595,0.03369760927607282,0.0,0.03369760927607282,0.020533459271883533,0.0,0.020533459271883533,0,0,0,0.03369760927607282,0.0,0.03369760927607282,0,0,0
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,g,10,"('g', 10)",ratio1,ratio2,date,time,treatment,rotation,0.014024188415022277,0.0,0.014024188415022277,0.009239667059568354,0.0,0.009239667059568354,0.005630142058419679,0.0,0.005630142058419679,0,0,0,0.009239667059568354,0.0,0.009239667059568354,0,0,0
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,g,9,"('g', 9)",ratio1,ratio2,date,time,treatment,rotation,27.316644175684274,6.447826861871419,20.868817313812855,17.99724090255805,4.248072808093308,13.749168094464743,10.966523175320637,2.588540607565189,8.377982567755447,27.316644175684274,6.447826861871419,20.868817313812855,17.99724090255805,4.248072808093308,13.749168094464743,17.99724090255805,4.248072808093308,13.749168094464743
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,g,8,"('g', 8)",ratio1,ratio2,date,time,treatment,rotation,0.01979885423297263,0.0,0.01979885423297263,0.01304423584880238,0.0,0.01304423584880238,0.007948435847180723,0.0,0.007948435847180723,0,0,0,0.01304423584880238,0.0,0.01304423584880238,0,0,0
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,g,7,"('g', 7)",ratio1,ratio2,date,time,treatment,rotation,0.3778281349458943,0.0,0.3778281349458943,0.2489275007813121,0.0,0.2489275007813121,0.15168265075036547,0.0,0.15168265075036547,0,0,0,0.2489275007813121,0.0,0.2489275007813121,0,0,0
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,g,6,"('g', 6)",ratio1,ratio2,date,time,treatment,rotation,36.76812221514958,7.629983450031826,29.138138765117755,24.22423299088009,5.026922390232218,19.19731060064787,14.760907737868534,3.063128464607271,11.697779273261263,127.97993085580585,26.55791744414064,101.4220134116652,24.22423299088009,5.026922390232218,19.19731060064787,36.76812221514958,7.629983450031826,29.138138765117755
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,g,5,"('g', 5)",ratio1,ratio2,date,time,treatment,rotation,0.0016499045194143856,0.0,0.0016499045194143856,0.0010870196540668652,0.0,0.0010870196540668652,0.0006623696539317269,0.0,0.0006623696539317269,0,0,0,0.0010870196540668652,0.0,0.0010870196540668652,0,0,0
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,g,4,"('g', 4)",ratio1,ratio2,date,time,treatment,rotation,6.627666454487587,1.9864850413749202,4.641181413112666,4.366557950386597,1.3087716634965056,3.0577862868900914,2.660738899843747,0.7974930633337992,1.8632458365099478,4.366557950386597,1.3087716634965056,3.0577862868900914,4.366557950386597,1.3087716634965056,3.0577862868900914,4.366557950386597,1.3087716634965056,3.0577862868900914
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,g,3,"('g', 3)",ratio1,ratio2,date,time,treatment,rotation,24.54975429662635,6.1005219605346905,18.44923233609166,16.17430894268792,4.019255170912234,12.155053771775686,9.85572926567713,2.44911179541256,7.40661747026457,24.54975429662635,6.1005219605346905,18.44923233609166,16.17430894268792,4.019255170912234,12.155053771775686,16.17430894268792,4.019255170912234,12.155053771775686
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,g,2,"('g', 2)",ratio1,ratio2,date,time,treatment,rotation,0.0065996180776575425,0.0,0.0065996180776575425,0.004348078616267461,0.0,0.004348078616267461,0.0026494786157269076,0.0,0.0026494786157269076,0,0,0,0.004348078616267461,0.0,0.004348078616267461,0,0,0
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,g,1,"('g', 1)",ratio1,ratio2,date,time,treatment,rotation,7.2026581795035005,3.0943959261616802,4.10826225334182,4.745384299828899,2.0387053612024055,2.706678938626494,2.891574724238954,1.2422742859489537,1.64930043829,2.504039116561548,1.0757817805775245,1.4282573359840234,4.745384299828899,2.0387053612024055,2.706678938626494,2.504039116561548,1.0757817805775245,1.4282573359840234
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,h,12,"('h', 12)",ratio1,ratio2,date,time,treatment,rotation,1.2423781031190324,0.0,1.2423781031190324,0.8185257995123494,0.0,0.8185257995123494,0.4987643494105904,0.0,0.4987643494105904,0,0,0,0.8185257995123494,0.0,0.8185257995123494,0,0,0
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,h,11,"('h', 11)",ratio1,ratio2,date,time,treatment,rotation,11.748145130490133,5.373739019732654,6.374406110757479,7.740123446783113,3.5404230132957797,4.199700433487333,4.716403120820861,2.1573379628556344,2.559065157965227,11.748145130490133,5.373739019732654,6.374406110757479,7.740123446783113,3.5404230132957797,4.199700433487333,5.481345148075737,2.5072313948855665,2.9741137531901707
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,h,10,"('h', 10)",ratio1,ratio2,date,time,treatment,rotation,0.4133010821133036,0.0008249522597071928,0.4124761298535964,0.2722984233437497,0.0005435098270334326,0.27175491351671627,0.16592359830989759,0.00033118482696586346,0.16559241348293172,4.472181030485022,0.008926509042884275,4.4632545214421375,0.2722984233437497,0.0005435098270334326,0.27175491351671627,4.472181030485022,0.008926509042884275,4.4632545214421375
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,h,9,"('h', 9)",ratio1,ratio2,date,time,treatment,rotation,0.7630808402291533,0.013199236155315085,0.7498816040738383,0.5027465900059251,0.008696157232534921,0.49405043277339017,0.3063459649434237,0.005298957231453815,0.3010470077119699,8.257020864667954,0.1428241446861484,8.114196719981805,0.5027465900059251,0.008696157232534921,0.49405043277339017,8.257020864667954,0.1428241446861484,8.114196719981805
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,h,8,"('h', 8)",ratio1,ratio2,date,time,treatment,rotation,6.362856779121578,2.455882877148313,3.906973901973265,4.192091295908865,1.6180287550785286,2.5740625408303366,2.5544285703877048,0.9859372298773755,1.5684913405103293,2.9687251686755256,1.1458440071498819,1.8228811615256437,4.192091295908865,1.6180287550785286,2.5740625408303366,2.9687251686755256,1.1458440071498819,1.8228811615256437
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,h,7,"('h', 7)",ratio1,ratio2,date,time,treatment,rotation,5.738367918523233,2.0335073201782303,3.704860598345003,3.7806543568445568,1.3397517236374112,2.4409026332071457,2.303721656374546,0.8163705984708535,1.4873510579036928,3.7806543568445568,1.3397517236374112,2.4409026332071457,3.7806543568445568,1.3397517236374112,2.4409026332071457,3.7806543568445568,1.3397517236374112,2.4409026332071457
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,h,6,"('h', 6)",ratio1,ratio2,date,time,treatment,rotation,5.928106938255888,2.146525779758116,3.781581158497772,3.9056616170622465,1.4142125699409915,2.4914490471212547,2.379894166576695,0.8617429197651767,1.5181512468115181,2.7658834515885293,1.001506921936175,1.7643765296523544,3.9056616170622465,1.4142125699409915,2.4914490471212547,2.7658834515885293,1.001506921936175,1.7643765296523544
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,h,5,"('h', 5)",ratio1,ratio2,date,time,treatment,rotation,10.631984723106301,3.7700318268618713,6.861952896244429,7.004754650806879,2.4838399095427866,4.520914741264092,4.268310049936048,1.513514659233996,2.754795390702052,115.04484854469254,40.79414632598114,74.2507022187114,7.004754650806879,2.4838399095427866,4.520914741264092,4.960576944624682,1.7589879451377093,3.201588999486973
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,h,4,"('h', 4)",ratio1,ratio2,date,time,treatment,rotation,7.376723106301718,2.3890617441120305,4.987661362189688,4.860064873332954,1.5740044590888207,3.286060414244133,2.961454722728751,0.9591112588931405,2.0023434638356106,3.4417659092825814,1.1146671967437212,2.3270987125388602,4.860064873332954,1.5740044590888207,3.286060414244133,3.4417659092825814,1.1146671967437212,2.3270987125388602
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,h,3,"('h', 3)",ratio1,ratio2,date,time,treatment,rotation,7.540888605983449,2.982202418841502,4.558686187141947,4.9682233289126065,1.9647880247258587,3.0034353041867483,3.027360503294958,1.1972331494815964,1.8301273538133616,7.540888605983449,2.982202418841502,4.558686187141947,4.9682233289126065,1.9647880247258587,3.0034353041867483,2.6216265679176622,1.0367771625667157,1.5848494053509465
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,h,2,"('h', 2)",ratio1,ratio2,date,time,treatment,rotation,0.41990070019096115,0.0,0.41990070019096115,0.27664650196001717,0.0,0.27664650196001717,0.1685730769256245,0.0,0.1685730769256245,0,0,0,0.27664650196001717,0.0,0.27664650196001717,0,0,0
P123_type_ratio1_ratio2_ND_date_treatment_time_rotation.png,h,1,"('h', 1)",ratio1,ratio2,date,time,treatment,rotation,0.15261616804583067,0.0,0.15261616804583067,0.10054931800118502,0.0,0.10054931800118502,0.06126919298868474,0.0,0.06126919298868474,0,0,0,0.10054931800118502,0.0,0.10054931800118502,0,0,0
